X,Y,Tm,P,tree_genus,BURNCLAS
-116.671624680098,54.1722583887907,6.8,9.0,Pice,4.0
-116.881589764249,54.3721845465016,10.4,45.2,Popu,4.0
-114.105117002048,58.7265320012468,11.8,16.6,Popu,4.0
-113.778024203216,55.9378899322738,12.9,8.8,Pinu,4.0
-114.826986389143,54.4764273387206,11.6,24.3,Popu,4.0
-115.657639779898,53.1917900395915,8.7,13.1,Popu,4.0
-115.803650767065,53.6567526097986,10.9,52.4,Popu,4.0
-115.765514590769,53.8786398942191,13.4,63.8,Popu,4.0
-116.680004096008,54.0402279704945,6.8,9.0,Pice,4.0
-115.215639149532,51.3739326003462,12.2,16.7,Pinu,4.0
-119.843552999512,58.750816999504,14.4,50.0,Pice,4.0
-114.945754462028,54.4501811109989,11.6,24.3,Popu,4.0
-115.430147390603,53.1610132796694,9.1,72.8,Pice,4.0
-115.93342000361,49.5847599971933,18.2,21.3,Lari,4.0
-120.706659993525,56.2804499996404,2.4,47.3,Popu,4.0
-119.832130001194,49.592309996429,21.8,8.0,Pseu,4.0
-122.015019998389,59.4068400025859,14.9,88.2,Pice,4.0
-121.074110003664,58.9965500018241,16.0,40.0,Pice,4.0
-114.638339997469,49.284539999298,9.6,0.2,Pice,4.0
-120.267609990165,59.5280900018299,15.2,117.6,Pice,4.0
-119.737710693719,49.4555716504858,5.2,37.0,Pseu,4.0
-119.819926998059,49.409125003328,-1.7,102.0,Pseu,4.0
-120.019172006399,49.1517639978296,14.7,1.0,Pseu,4.0
-121.021299999922,56.2462699991739,4.3,9.6,Popu,4.0
-121.906859996399,58.9803399959153,14.9,88.2,Pice,4.0
-121.093441004573,50.2085569959473,1.7,10.0,Pseu,4.0
-126.524170005334,54.9289400022986,10.3,44.8,Pinu,4.0
-121.389609999938,55.7162650009951,13.2,188.9,Popu,4.0
-124.881353006665,53.8857919990761,14.2,56.3,Pinu,4.0
-130.998520006276,58.0102400015668,-0.4,7.9,Pinu,4.0
-120.593581993625,50.9123789977992,15.5,9.4,Pinu,4.0
-125.261590002034,49.8057700004047,17.2,8.2,Pinu,4.0
-123.939899993741,53.8989800009477,5.6,16.0,Popu,4.0
-120.025841004609,50.6483800030259,19.2,18.8,Pseu,4.0
-120.279122606827,50.5031046513331,19.2,18.8,Pseu,4.0
-120.828870005616,56.35486999668,12.4,26.1,Popu,4.0
-119.676727193998,50.8143135486921,16.0,15.4,Pseu,4.0
-120.295353998134,49.8607290006018,16.1,0.4,Pinu,4.0
-115.542510004204,49.6756100014255,18.4,8.4,Pseu,4.0
-120.314670001795,59.7683900033331,14.3,13.8,Pice,4.0
-120.087769992118,59.8891600040749,14.3,13.8,Pice,4.0
-121.30989000493,58.9565500044918,16.5,58.8,Popu,4.0
-115.744060005352,49.6220200009162,19.3,32.0,Pseu,4.0
-117.650539996742,49.2551400023698,6.4,47.1,Pseu,4.0
-119.687246004856,49.3683810007112,12.6,66.4,Pseu,4.0
-123.043069994337,49.7378699965288,11.2,60.8,Pseu,4.0
-118.885951005244,49.8681949971547,15.7,4.7,Abie,4.0
-120.994936004365,50.7559430000262,-1.3,27.5,Popu,4.0
-119.280848993704,49.5557259994133,16.6,22.0,Pinu,4.0
-115.702290000925,49.4577099963961,10.1,45.6,Pseu,4.0
-119.54683999752,49.4841700011616,21.1,9.8,Pseu,4.0
-128.321776003905,55.0168659989549,4.9,27.4,Tsug,4.0
-121.422182997035,56.2194720000494,9.2,10.4,Popu,4.0
-123.054039996696,59.3643300017009,16.5,58.8,Pice,4.0
-119.628238995694,49.8455669989394,19.7,19.6,Pseu,4.0
-120.61334699971,50.754954001156,13.4,53.6,Pseu,4.0
-122.093849999183,52.215180003626,2.6,6.9,Pinu,4.0
-119.747823995898,49.5071620022492,6.9,12.4,Pseu,4.0
-119.633568994071,50.8051260028293,6.9,34.2,Pseu,4.0
-121.497807002724,50.9959470035608,15.3,14.0,Pseu,4.0
-119.517010993852,51.16201500149,16.8,13.4,Pseu,4.0
-120.462059999805,55.7616999959698,11.8,7.4,Popu,4.0
-119.51878899671,49.0831680012575,23.3,0.0,Pseu,4.0
-122.000730001755,58.9755800004901,14.9,88.2,Pice,4.0
-121.131937997808,51.8925640035255,8.9,113.9,Popu,4.0
-123.919380005882,52.1485999960782,1.2,11.6,Pseu,4.0
-122.963088998142,54.6247719969658,12.6,88.6,Pinu,4.0
-119.928560004548,49.8904900025975,17.6,23.8,Pseu,4.0
-120.432309998591,59.919740001281,15.2,117.6,Pice,4.0
-123.615053995423,53.9846419986532,9.9,69.4,Pinu,4.0
-121.564860007,51.1075100008833,2.4,21.5,Pseu,4.0
-121.924619999256,50.6998800000764,18.8,10.2,Pseu,4.0
-119.724489993075,49.6591199989069,22.5,1.6,Pseu,4.0
-115.962389996918,49.6187999961459,18.2,21.3,Pseu,4.0
-126.629139999249,59.7369900029913,8.8,17.4,Pinu,4.0
-123.343162003136,51.5622550024662,4.5,5.3,Pinu,4.0
-120.879727997209,50.707493995824,7.6,102.8,Pseu,4.0
-119.406675997367,49.9090060015534,7.0,25.0,Pseu,4.0
-122.263112994581,52.6371290008103,4.3,8.3,Pinu,4.0
-120.090859999069,59.3637500024807,15.2,117.6,Pice,4.0
-115.771729995474,49.6151799971881,5.6,47.9,Pseu,4.0
-115.857850000823,49.6586299972938,5.6,47.9,Pseu,4.0
-122.113170007375,58.6500000020949,16.5,58.8,Pice,4.0
-120.523195002767,50.671755995801,18.4,7.2,Popu,4.0
-115.543279996252,49.170639997077,18.3,13.0,Pinu,4.0
-120.913590002693,51.5608700002864,11.3,26.4,Pinu,4.0
-120.165479999455,59.2351699974806,15.2,91.4,Popu,4.0
-115.928969998894,50.3811700018106,2.3,14.6,Pseu,4.0
-121.067391004109,50.1787090048888,5.8,18.3,Pseu,4.0
-120.824833444398,50.0563980167888,5.8,18.3,Pseu,4.0
-120.979940006884,59.4523200033394,15.1,82.0,Pice,4.0
-101.300261923158,55.7708554358798,12.8,6.8,Pinu,4.0
-93.581494527091,54.1607148344805,15.8,42.8,Pice,4.0
-95.9601567311083,54.5772990079754,19.3,99.6,Pinu,4.0
-98.9318495693263,56.8146994985482,5.8,17.0,Pice,4.0
-93.9814426732101,54.7563030369227,19.3,99.6,Pinu,4.0
-94.7174391887951,56.2913931931731,13.4,30.0,Pice,4.0
-96.6306023481428,51.7991132503703,18.7,40.3,Pinu,4.0
-95.2504460867848,49.7468269262909,7.8,15.0,Popu,4.0
-96.1288345699738,56.2497757957281,4.9,0.0,Pice,4.0
-101.032012200012,53.1775932991113,5.7,15.8,Pice,4.0
-95.2864371940734,54.5892415738406,16.2,42.8,Pice,4.0
-96.1424162213043,56.252937186501,4.9,0.0,Pice,4.0
-96.8405466288218,52.0037880441633,17.7,79.3,Popu,4.0
-95.2577070653158,54.9235255433911,16.2,42.8,Pice,4.0
-95.9061970323636,49.7704188886857,3.9,50.2,Popu,4.0
-95.5557235524671,49.8601598136933,13.2,90.2,Popu,4.0
-95.2896706270139,49.8308518881263,18.6,23.8,Popu,4.0
-95.2878364042025,50.6211106029782,20.6,39.4,Pinu,4.0
-97.3839414212406,53.8543729495732,18.8,122.6,Pice,4.0
-95.9133353450381,50.2714060552406,8.5,28.3,Popu,4.0
-95.4571862645932,50.6092779188063,20.0,13.5,Popu,4.0
-96.1613716834018,49.0996596280444,3.8,32.3,Popu,4.0
-96.6829027054248,51.7589275664348,18.7,40.3,Pinu,4.0
-100.61066676408,54.6573960206902,18.6,149.4,Pinu,4.0
-95.429384326593,49.7318042023226,18.6,23.8,Pice,4.0
-96.1485880362302,50.7439923948826,10.9,63.9,Popu,4.0
-101.616580686654,54.8194346489541,15.3,84.6,Pinu,4.0
-96.9197201256716,54.8565206926414,18.0,170.2,Pinu,4.0
-94.8632195621481,53.8089931634212,19.3,99.6,Pice,4.0
-95.6906883235138,50.9295592277785,20.6,39.4,Pinu,4.0
-92.0759106089791,55.8495007989153,15.8,15.5,Pice,4.0
-97.895343074692,55.3226728027928,18.7,80.0,Pinu,4.0
-96.5814660038524,51.6448512750963,22.9,70.3,Pinu,4.0
-94.0884462948127,56.5456277992469,15.3,125.4,Pice,4.0
-98.8525029357884,54.6076992414998,18.0,170.2,Pice,4.0
-95.9211421152384,49.1676655187997,19.2,37.4,Pice,4.0
-94.9384487758301,53.9212461440468,16.2,42.8,Pice,4.0
-98.8510013197467,52.1398773388385,15.2,99.6,Lari,4.0
-96.5329987705241,51.9831476894322,18.7,40.3,Pinu,4.0
-101.021092027121,52.9056723089781,5.7,15.8,Popu,4.0
-95.6548488795361,52.1783682923859,18.7,40.3,Pinu,4.0
-96.1941220653622,49.4034428844135,3.8,114.8,Lari,4.0
-97.342578174067,52.9951718897116,18.7,40.3,Popu,4.0
-96.0418421194572,52.1296037083311,18.7,40.3,Pinu,4.0
-95.2773914427779,50.0132157990443,18.6,23.8,Pice,4.0
-95.9068334842506,49.7604370547462,3.9,50.2,Popu,4.0
-100.166262554089,56.7259327976589,13.2,68.9,Pice,4.0
-95.8929482108846,50.7440482653308,20.0,13.5,Pice,4.0
-101.817149361602,54.7468365825713,19.2,142.8,Lari,4.0
-98.5764313989991,56.7937804184606,16.5,133.5,Pice,4.0
-94.4532483089132,54.5463946439301,7.7,76.0,Pice,4.0
-95.1980752939116,50.6500745250799,20.0,13.5,Pinu,4.0
-95.421592575063,50.2583623930472,19.6,39.4,Pice,4.0
-100.802151321909,54.5960049524323,15.8,65.4,Pinu,4.0
-98.8705688863381,55.2110508680278,18.0,170.2,Pinu,4.0
-96.3395060899309,50.2605590339408,8.3,21.8,Popu,4.0
-95.4822218446037,51.8012945258424,20.0,13.5,Pinu,4.0
-97.7543608407678,54.6559288689412,14.9,22.3,Pice,4.0
-95.9644737405233,50.2856721896784,8.5,27.0,Popu,4.0
-95.7644103497717,51.1553884380459,20.6,39.4,Pinu,4.0
-96.2951037812465,51.1837928234438,10.8,63.1,Pice,4.0
-96.8325703310842,54.9012821046363,5.2,37.1,Pinu,4.0
-101.755641021434,55.9821036754951,16.9,123.8,Pinu,4.0
-95.3470359085007,51.0065576675771,10.9,63.9,Popu,4.0
-96.6207726257537,52.5576133913112,18.7,40.3,Pice,4.0
-96.8039691410239,54.6768867664059,18.0,170.2,Pice,4.0
-95.9071802721521,49.7439990793483,13.9,56.0,Popu,4.0
-95.284602424055,50.2618221651949,19.6,39.4,Pice,4.0
-95.1904464399529,49.8029381375586,7.8,15.0,Abie,4.0
-98.899929162764,55.790231041977,13.7,53.0,Pice,4.0
-95.2560051204925,50.6907158971228,14.3,70.8,Pice,4.0
-96.0415222311453,55.5818761130635,18.7,80.0,Pice,4.0
-95.2334299137751,49.7143353533714,7.8,15.0,Popu,4.0
-97.3210089444201,53.0071018282798,18.7,40.3,Pice,4.0
-94.4429342229505,54.5382866733136,7.7,76.0,Pice,4.0
-97.282058629654,52.3337851479088,17.7,79.3,Pinu,4.0
-95.20559015459,50.5405245027472,20.0,13.5,Pice,4.0
-96.3009403209786,51.1814836495427,10.8,63.1,Pice,4.0
-95.6814828578581,50.142119665384,19.6,39.4,Popu,4.0
-101.156275335772,57.1328557276802,17.4,102.6,Pice,4.0
-95.8461995753914,51.4562806412666,20.6,39.4,Pinu,4.0
-95.420873327282,54.854126343838,19.3,99.6,Popu,4.0
-96.1659750130275,52.299149999463,18.7,40.3,Pinu,4.0
-97.4127184360815,55.736070348693,18.7,80.0,Pice,4.0
-101.451831247838,54.6096795053148,18.6,149.4,Popu,4.0
-98.4822965601266,55.5389342068547,14.1,24.7,Pice,4.0
-97.6996199048371,54.7715523956944,7.3,21.9,Pinu,4.0
-96.8267683979768,51.1780655369344,14.5,13.6,Pice,4.0
-95.7843350968456,50.127937269715,19.6,39.4,Popu,4.0
-97.0636210246106,52.3731066268677,8.8,72.9,Popu,4.0
-95.4918374455419,50.5757155311759,20.0,13.5,Pinu,4.0
-96.448149965652,49.5446150119163,19.2,35.0,Popu,4.0
-95.1859299210821,49.7423908357169,18.6,23.8,Popu,4.0
-101.283308393816,57.2103184006328,17.4,102.6,Pice,4.0
-95.642791079051,51.002902052116,20.0,13.5,Pinu,4.0
-96.1335273376335,56.2490483112845,11.3,47.4,Pice,4.0
-95.851558919299,50.6096038747003,20.0,13.5,Pinu,4.0
-95.4383601444988,51.8470185129356,20.6,39.4,Pinu,4.0
-95.3742594077358,50.6598910636984,20.0,13.5,Pice,4.0
-99.8148445919187,51.6546380902538,19.6,30.6,Popu,4.0
-101.174385091372,55.4418244650021,4.2,54.0,Pinu,4.0
-94.6307423307233,53.8884949729416,19.3,99.6,Pice,4.0
-96.23787074674,50.0607257705597,8.3,21.8,Popu,4.0
-101.042583144655,56.8579359292463,13.2,68.9,Pice,4.0
-95.3763850165687,54.0029011931614,19.3,99.6,Pice,4.0
-98.8894305962543,55.7911182167487,13.7,53.0,Pice,4.0
-94.4609119261705,54.5457226729666,7.7,76.0,Pice,4.0
-98.3722984697614,54.452272432631,14.9,22.3,Pinu,4.0
-96.3443966489138,50.8206472513299,22.7,13.2,Popu,4.0
-94.4613189886493,54.5613447437827,7.7,76.0,Pice,4.0
-97.1201595511354,54.1990648159519,18.8,122.6,Pice,4.0
-94.3976866977251,53.7362731130134,16.2,42.8,Pinu,4.0
-93.9127668352744,53.8840040691659,19.3,99.6,Pice,4.0
-95.8662829816848,51.1048816771849,20.6,39.4,Pinu,4.0
-96.298789901102,49.916425135327,20.3,15.7,Popu,4.0
-96.7342947498154,52.5993452858862,18.7,40.3,Pice,4.0
-95.4246308264982,50.5092267480767,14.3,70.8,Pice,4.0
-93.5374620593978,54.1647765266789,15.8,42.8,Pice,4.0
-97.894981734519,55.0563862180881,18.0,170.2,Pice,4.0
-101.493703967796,54.6154365002773,18.6,149.4,Pice,4.0
-97.0310172078947,54.716824579365,18.0,170.2,Pinu,4.0
-95.383113027072,49.1973450754175,18.5,30.4,Popu,4.0
-96.8295613342653,54.9210451819976,18.0,170.2,Popu,4.0
-96.982564727912,54.4421374912866,18.0,170.2,Pice,4.0
-100.608902178947,54.1855153833348,8.5,29.4,Pice,4.0
-95.1771129081064,49.739327040405,20.3,61.6,Popu,4.0
-97.247772901906,55.6396579431269,14.2,37.6,Pice,4.0
-95.231841012965,51.33932710741,20.0,13.5,Pinu,4.0
-97.4934155730539,51.4770399308363,8.5,90.0,Popu,4.0
-97.7934024113846,54.6462837391134,14.9,22.3,Betu,4.0
-99.6256643683584,54.6249484288667,18.0,170.2,Pice,4.0
-95.1729464080514,49.7837714970141,20.3,61.6,Popu,4.0
-96.4996258728088,53.8390475689507,18.8,122.6,Pinu,4.0
-101.224545036265,54.629280679389,15.3,84.6,Popu,4.0
-95.8835017034437,51.3268585208651,20.0,13.5,Pinu,4.0
-97.7487437487002,54.661506437776,14.9,22.3,Pice,4.0
-98.8807545476793,54.6775770171722,14.9,22.3,Pice,4.0
-97.7583314470478,54.0019936706052,15.5,41.0,Acer,4.0
-98.070447187338,51.956267339756,18.7,40.3,Lari,4.0
-95.8687834100541,51.2182150105165,20.6,39.4,Pinu,4.0
-93.4750885652387,55.1848128224568,19.0,99.6,Pice,4.0
-100.15000192786,54.5039929956075,15.8,65.4,Pice,4.0
-95.2421125956492,49.6968269327464,20.3,61.6,Popu,4.0
-96.9268261162587,50.0163492179154,12.0,73.0,Popu,4.0
-96.4597154307222,51.9229565007079,18.7,40.3,Pice,4.0
-95.4379471849669,50.1718266828078,19.6,39.4,Pinu,4.0
-95.5465394207592,49.7847001455755,18.6,23.8,Pice,4.0
-99.5724620602893,56.408503322477,17.4,102.6,Pice,4.0
-94.6274087387054,53.8293283052698,16.2,42.8,Pice,4.0
-95.3712553114473,52.5566040964654,18.7,40.3,Pinu,4.0
-97.1445691059854,56.2461763126282,9.3,0.0,Pice,4.0
-95.6604465642887,50.1454374561375,21.0,2.4,Popu,4.0
-94.6548886648449,53.8239944611473,19.3,99.6,Pinu,4.0
-95.9071113665544,49.7909926145447,19.6,39.4,Popu,4.0
-95.935174708819,51.8784927411803,20.6,39.4,Pinu,4.0
-95.2942631639394,49.6985021141064,7.8,15.0,Popu,4.0
-96.4193402240298,51.9023809008115,18.7,40.3,Pinu,4.0
-96.0207269622583,51.0876592166531,20.0,13.5,Popu,4.0
-95.9066681764963,49.7865805275431,13.9,56.0,Popu,4.0
-95.2266645025231,51.4990734658745,20.0,13.5,Pinu,4.0
-94.4698760909501,53.690967325644,16.2,42.8,Popu,4.0
-96.7321889684416,51.9434420130163,17.7,79.3,Popu,4.0
-100.334285632766,53.7076760864876,15.8,65.4,Pice,4.0
-93.8255096868748,55.0299273144444,19.3,99.6,Pice,4.0
-95.3169323217136,49.6907157014692,7.8,15.0,Quer,4.0
-96.1364540422127,56.2543364368187,4.9,0.0,Pice,4.0
-98.9335210825177,56.7498773202066,5.8,17.0,Pice,4.0
-97.0439706026966,52.3685047475234,18.7,40.3,Pice,4.0
-95.8807215534616,49.5109926328522,19.2,35.0,Popu,4.0
-96.1112162862003,51.1075123577151,20.6,39.4,Popu,4.0
-94.5765072322096,56.2842177489512,13.4,30.0,Pice,4.0
-96.0876860441988,54.6014222154009,18.0,170.2,Pice,4.0
-98.5177051263934,55.5397993516956,16.1,42.4,Pinu,4.0
-95.853083960007,50.9820558748496,20.6,39.4,Pinu,4.0
-101.142133780256,55.1719835244962,15.3,84.6,Pinu,4.0
-95.5202736754315,51.5301831510391,20.0,13.5,Pinu,4.0
-100.480213520736,55.310415508168,18.6,149.4,Popu,4.0
-95.9101250205417,53.8546588720063,19.3,99.6,Pinu,4.0
-101.429589511417,50.9708716672372,0.8,42.3,Popu,4.0
-95.4302385731538,52.4728864281469,18.7,40.3,Pinu,4.0
-96.4438898191743,51.9512359628253,18.7,40.3,Pice,4.0
-95.5064150228908,50.4850147193679,8.8,32.6,Popu,4.0
-96.1451622053768,49.1976729927589,19.2,35.0,Popu,4.0
-101.783624334214,54.8998475266461,19.1,136.4,Pice,4.0
-95.4502496264851,52.0165003421499,15.2,17.2,Pice,4.0
-95.4764139079455,49.7937974399747,18.6,23.8,Pice,4.0
-101.220485236886,54.93294867996,5.3,61.6,Pinu,4.0
-94.9179868837574,53.8907636466466,16.2,42.8,Pinu,4.0
-95.6806495584102,50.1304471246508,19.6,39.4,Popu,4.0
-96.2887380957568,50.825628706043,10.8,63.1,Popu,4.0
-98.4640747012386,56.0512668974333,16.5,133.5,Pinu,4.0
-101.724374277295,55.8468020507076,13.9,54.6,Pinu,4.0
-99.31631442094,53.9823569219598,18.3,134.0,Popu,4.0
-94.4375775974384,53.679015990656,19.3,99.6,Betu,4.0
-93.991311228293,56.1996073742802,16.7,104.2,Pice,4.0
-95.2573145189538,50.848224203955,20.6,39.4,Abie,4.0
-95.5123873288338,54.2567670820478,19.3,99.6,Pinu,4.0
-101.624078629646,52.8307788356384,9.4,73.0,Popu,4.0
-95.2446127772167,49.748215824588,20.3,61.6,Popu,4.0
-95.9590155028957,50.1849366563235,21.0,19.2,Popu,4.0
-96.1174162776212,56.2484927856691,4.9,0.0,Popu,4.0
-95.7269588616424,50.1642397209209,19.6,39.4,Popu,4.0
-96.7681710102127,52.7033437264668,18.7,40.3,Pice,4.0
-100.480513302797,55.2214578066184,18.6,149.4,Pinu,4.0
-94.8526267122277,53.8163945561129,19.3,99.6,Genc,4.0
-95.7284149973861,49.0339838713437,4.3,85.4,Popu,4.0
-95.4891277670174,50.0676111138316,19.6,39.4,Popu,4.0
-94.5095513389953,54.8233637957158,19.3,99.6,Pice,4.0
-97.8749659306356,54.1127914294357,18.8,122.6,Pice,4.0
-96.4975867272708,51.4951705603133,22.9,70.3,Pice,4.0
-96.4360521180524,52.337591837913,18.7,40.3,Pinu,4.0
-94.5663558090765,56.272195994903,13.4,30.0,Pice,4.0
-95.6440605240106,50.8998819972934,20.0,13.5,Popu,4.0
-96.7625872463679,52.0064939409394,18.7,40.3,Pice,4.0
-97.0935064235811,52.2329354553558,18.7,40.3,Popu,4.0
-94.5836656484905,56.2776914999357,13.4,30.0,Pice,4.0
-95.9065898239246,49.7782979657388,19.6,39.4,Popu,4.0
-95.7208193888887,54.4870555885153,19.3,99.6,Pice,4.0
-95.5994137836887,51.6687221917899,20.6,39.4,Pinu,4.0
-95.4173025020331,51.4032713483712,20.0,13.5,Pinu,4.0
-95.4346868432083,50.7037224291533,20.0,13.5,Pinu,4.0
-95.4760038007412,50.4826599840532,14.3,70.8,Pinu,4.0
-96.5398958098234,51.9882140503892,18.7,40.3,Pinu,4.0
-95.5902244258704,51.9128928297195,20.6,39.4,Pinu,4.0
-101.080003128034,52.4950042807032,9.4,73.0,Popu,4.0
-98.6337963993358,56.0518221976754,5.8,17.0,Pinu,4.0
-95.2633492935656,50.1059075894673,18.6,23.8,Betu,4.0
-95.4706722851889,52.0094591587413,8.8,72.9,Pinu,4.0
-95.9454660484743,49.6475253127293,9.8,15.6,Popu,4.0
-92.4628641231701,55.9290893708242,16.7,104.2,Pinu,4.0
-96.8624887853831,54.3866057739405,18.0,170.2,Pinu,4.0
-96.9287812588072,51.3621023159239,19.8,36.6,Pice,4.0
-100.174585839627,54.7748041483196,15.3,84.6,Pinu,4.0
-98.1110176911577,55.5157118575915,14.2,37.6,Pice,4.0
-95.4190595122924,50.4882156278215,20.0,13.5,Pinu,4.0
-96.1569133607056,49.6557351798242,19.5,21.2,Quer,4.0
-96.1249162784526,56.2515483296439,9.3,0.0,Popu,4.0
-120.514011381039,61.2900853202418,14.6,81.4,Pice,4.0
-123.091796809891,65.3561350186838,13.6,81.0,Pice,4.0
-128.420538196101,66.2238468000344,13.4,16.5,Pice,4.0
-105.914711225802,55.0671317932965,14.3,95.8,Pice,4.0
-116.35,70.63,-19.2,13.9,Pice,0.0
-71.88,65.61,-23.2,2.0,Pice,0.0
-94.97,64.39,-27.0,7.4,Pice,0.0
-77.79,49.83,-17.1,32.0,Pice,0.0
-119.38,51.59,11.2,49.6,Pice,0.0
-99.29,61.16,-21.8,6.1,Pice,0.0
-105.49,63.56,4.3,15.5,Pice,0.0
-91.09,51.74,-10.7,31.7,Pice,0.0
-93.77,69.66,8.7,2.6,Pice,0.0
-71.83,50.64,4.7,54.1,Genc,0.0
-128.12,63.36,1.6,16.4,Abie,0.0
-134.49,68.58,-21.0,11.8,Pice,0.0
-98.48,57.98,13.9,136.4,Pice,0.0
-115.46,58.87,-16.8,16.7,Pinu,0.0
-59.0,54.83,-15.3,45.2,Pice,0.0
-89.21,65.04,-24.5,2.6,Pice,0.0
-60.76,55.45,-8.4,43.2,Pice,0.0
-77.24,45.37,8.9,64.8,Acer,0.0
-92.57,49.43,13.1,53.0,Genh,0.0
-101.6,70.17,7.3,7.0,Pice,0.0
-84.76,54.14,4.9,17.5,Lari,0.0
-117.12,51.18,5.5,65.2,Abie,0.0
-110.96,70.97,-30.1,5.4,Pice,0.0
-77.52,44.41,22.6,131.8,Acer,0.0
-96.0,49.12,15.7,57.4,Popu,0.0
-104.28,61.95,-4.4,15.0,Pice,0.0
-85.37,50.42,-11.0,22.9,Genc,0.0
-107.24,59.31,13.2,11.6,Pinu,0.0
-125.86,54.45,-5.1,42.9,Pinu,0.0
-121.6,48.76,1.8,94.4,Pseu,0.0
-115.41,66.45,-21.2,7.6,Pice,0.0
-67.85,51.99,8.6,84.4,Pice,0.0
-59.98,54.85,-11.7,97.0,Pice,0.0
-114.16,54.84,-10.9,5.1,Popu,0.0
-74.89,54.32,11.8,88.0,Genc,0.0
-72.59,59.09,12.9,66.5,Pice,0.0
-93.29,67.56,9.1,2.6,Pice,0.0
-109.1,71.23,0.5,44.4,Pice,0.0
-74.54,65.04,-15.8,5.5,Pice,0.0
-133.56,68.87,-22.0,18.0,Pice,0.0
-129.38,56.28,6.0,47.4,Popu,0.0
-113.48,49.06,-9.3,44.4,Pseu,0.0
-88.47,65.6,-30.4,4.4,Pice,0.0
-81.69,43.02,23.9,47.2,Faxe,0.0
-104.58,56.63,1.6,28.5,Pice,0.0
-125.91,64.05,-18.9,3.8,Popu,0.0
-57.25,50.27,-3.5,44.0,Abie,0.0
-76.51,72.96,-25.5,6.5,Pice,0.0
-76.01,60.22,-26.7,9.2,Pice,0.0
-124.62,59.47,-14.9,17.2,Popu,0.0
-97.01,54.67,-6.9,23.7,Pinu,0.0
-65.35,54.37,-10.0,81.0,Pice,0.0
-120.11,67.23,3.5,13.5,Pice,0.0
-98.22,66.74,-16.3,10.3,Pice,0.0
-60.56,46.23,11.3,115.8,Abie,0.0
-81.54,51.26,-0.4,68.6,Pice,0.0
-115.13,55.74,5.4,9.6,Popu,0.0
-119.71,62.42,10.3,39.2,Abie,0.0
-81.04,71.06,0.5,44.7,Pice,0.0
-85.17,47.98,12.4,87.8,Betu,0.0
-105.67,56.55,-25.3,29.1,Pice,0.0
-132.45,65.29,-16.6,9.8,Pice,0.0
-76.49,72.34,-16.4,7.3,Pice,0.0
-88.05,54.71,-8.4,3.6,Pice,0.0
-80.23,48.0,13.0,90.9,Pice,0.0
-66.97,45.48,-1.0,0.0,Abie,0.0
-101.98,64.34,15.2,22.6,Pice,0.0
-128.98,59.63,-17.9,0.3,Pinu,0.0
-108.88,61.08,2.4,17.7,Pice,0.0
-119.44,56.5,12.8,21.2,Popu,0.0
-72.35,50.78,4.7,54.1,Pice,0.0
-59.72,51.1,-7.0,104.8,Abie,0.0
-59.68,53.12,-2.0,67.0,Pice,0.0
-102.92,65.64,-5.6,17.9,Pice,0.0
-84.43,65.36,-26.6,4.0,Pice,0.0
-108.61,53.91,9.7,14.1,Pice,0.0
-122.34,60.06,1.1,13.5,Popu,0.0
-116.83,65.56,-19.9,17.0,Pice,0.0
-102.99,61.56,7.8,11.8,Pice,0.0
-91.75,48.13,-12.6,12.5,Frax,0.0
-117.16,66.53,13.3,34.2,Pice,0.0
-86.52,67.29,-6.5,0.6,Pice,0.0
-96.36,58.91,0.3,1.2,Pice,0.0
-81.32,46.53,19.1,66.3,Abie,0.0
-86.09,46.93,14.2,43.6,Pseu,0.0
-126.22,67.56,15.6,73.1,Pice,0.0
-123.97,66.42,7.5,58.9,Pice,0.0
-88.4,52.77,16.2,57.5,Pice,0.0
-121.11,58.73,16.5,58.8,Popu,0.0
-63.25,52.28,3.6,19.5,Pice,0.0
-94.61,52.31,-5.2,30.0,Pice,0.0
-77.37,59.51,-3.0,4.0,Pice,0.0
-114.45,49.56,11.3,5.8,Pinu,0.0
-99.22,58.73,-27.4,9.4,Pice,0.0
-86.47,53.16,8.2,5.4,Pice,0.0
-102.82,60.15,11.8,47.1,Pice,0.0
-85.86,53.59,13.9,98.1,Pice,0.0
-117.98,59.33,2.9,12.2,Pice,0.0
-88.46,51.23,-12.4,16.2,Pice,0.0
-120.61,62.47,10.3,39.2,Pinu,0.0
-105.6,62.94,4.3,15.5,Pice,0.0
-99.95,51.79,-17.3,10.4,Popu,0.0
-117.89,54.43,-4.3,19.5,Pice,0.0
-107.55,51.04,19.1,26.0,Popu,0.0
-70.79,54.22,12.2,37.2,Pice,0.0
-115.45,54.34,9.8,179.0,Pice,0.0
-120.18,53.65,-13.2,22.5,Pinu,0.0
-110.25,63.11,-17.5,23.9,Pice,0.0
-68.68,55.41,-17.4,63.0,Pice,0.0
-66.43,53.73,-17.4,83.5,Pice,0.0
-102.56,66.12,-16.9,9.8,Pice,0.0
-75.7,44.97,16.7,32.6,Thuj,0.0
-63.24,45.11,5.2,156.6,Pice,0.0
-110.51,50.88,18.0,36.2,Pseu,0.0
-131.86,57.24,-11.4,31.8,Tsug,0.0
-105.95,62.73,-24.8,9.5,Pice,0.0
-97.62,51.22,2.3,56.5,Popu,0.0
-123.18,48.13,14.2,6.6,Pseu,0.0
-85.36,68.17,-26.3,4.4,Pice,0.0
-133.05,65.31,15.5,18.0,Abie,0.0
